pet_type,pet_category,food_name,ingredients,description,label
dog,small,ammonia food,"ammonia, additives",ammonia containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,chocolate food,"chocolate, additives",chocolate containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,salt overdose food,"salt overdose, additives",salt overdose containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,garlic food,"garlic, additives",garlic containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,raisins food,"raisins, additives",raisins containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,grapes food,"grapes, additives",grapes containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,onion food,"onion, additives",onion containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,grapes food,"grapes, additives",grapes containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,xylitol food,"xylitol, additives",xylitol containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,alcohol food,"alcohol, additives",alcohol containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,chocolate food,"chocolate, additives",chocolate containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,chocolate food,"chocolate, additives",chocolate containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,garlic food,"garlic, additives",garlic containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,detergent food,"detergent, additives",detergent containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,oil residue food,"oil residue, additives",oil residue containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,avocado food,"avocado, additives",avocado containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,caffeine food,"caffeine, additives",caffeine containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,alcohol food,"alcohol, additives",alcohol containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,grapes food,"grapes, additives",grapes containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,grapes food,"grapes, additives",grapes containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,ammonia food,"ammonia, additives",ammonia containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,grapes food,"grapes, additives",grapes containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,oil residue food,"oil residue, additives",oil residue containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,chocolate food,"chocolate, additives",chocolate containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,garlic food,"garlic, additives",garlic containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,caffeine food,"caffeine, additives",caffeine containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,avocado food,"avocado, additives",avocado containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,avocado food,"avocado, additives",avocado containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,avocado food,"avocado, additives",avocado containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,chocolate food,"chocolate, additives",chocolate containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,soap food,"soap, additives",soap containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,soap food,"soap, additives",soap containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,soap food,"soap, additives",soap containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,xylitol food,"xylitol, additives",xylitol containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,avocado food,"avocado, additives",avocado containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,caffeine food,"caffeine, additives",caffeine containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,oil residue food,"oil residue, additives",oil residue containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,alcohol food,"alcohol, additives",alcohol containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,soap food,"soap, additives",soap containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,salt overdose food,"salt overdose, additives",salt overdose containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,chocolate food,"chocolate, additives",chocolate containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,garlic food,"garlic, additives",garlic containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,onion food,"onion, additives",onion containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,xylitol food,"xylitol, additives",xylitol containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,grapes food,"grapes, additives",grapes containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,soap food,"soap, additives",soap containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,xylitol food,"xylitol, additives",xylitol containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,ammonia food,"ammonia, additives",ammonia containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
dog,small,macadamia nuts food,"macadamia nuts, additives",macadamia nuts containing product that may be harmful or toxic for dog (small) and should be avoided.,unsafe
